team,rank,country,level,elo,from,to,league
Rizespor,,TUR,1,1367.8626709,2024-08-14,2024-08-15,
Widzew,,POL,1,1363.76281738,2024-08-14,2024-08-15,
Martigues,,FRA,2,1363.41772461,2024-08-14,2024-08-19,
Red Star,,FRA,2,1363.41772461,2024-08-14,2024-08-16,
Stromsgodset,,NOR,1,1363.38757324,2024-08-14,2024-08-15,
Sepsi,,ROM,1,1361.93896484,2024-08-14,2024-08-14,
CSKA Sofia,,BUL,1,1361.88647461,2024-08-14,2024-08-15,
Olimpija Ljubljana,,SVN,1,1361.57507324,2024-08-12,2024-08-15,
Bohemians Praha,,CZE,1,1359.84814453,2024-08-14,2024-08-15,
Celje,,SVN,1,1359.27856445,2024-08-12,2024-08-15,
Lok Zagreb,,CRO,1,1359.16540527,2024-08-12,2024-08-15,
Rukh Lviv,,UKR,1,1358.15710449,2024-08-14,2024-08-15,
Dunkerque,,FRA,2,1357.62512207,2024-08-14,2024-08-16,
Sion,,SUI,1,1356.17687988,2024-08-11,2024-08-15,
Ham-Kam,,NOR,1,1355.95507812,2024-08-14,2024-08-15,
Winterthur,,SUI,1,1355.36950684,2024-08-11,2024-08-15,
Heracles,,NED,1,1355.2911377,2024-08-14,2024-08-15,
AIK,,SWE,1,1355.10253906,2024-08-14,2024-08-15,
Aberdeen,,SCO,1,1353.48168945,2024-08-14,2024-08-15,
Kortrijk,,BEL,1,1353.40441895,2024-08-14,2024-08-15,
Samsunspor,,TUR,1,1350.65771484,2024-08-14,2024-08-15,
KFUM Oslo,,NOR,1,1350.36193848,2024-08-14,2024-08-15,
Odd Grenland,,NOR,1,1350.35095215,2024-08-14,2024-08-15,
Teplice,,CZE,1,1349.6796875,2024-08-14,2024-08-15,
Pardubice,,CZE,1,1348.63366699,2024-08-14,2024-08-15,
Paksi,,HUN,1,1347.76037598,2024-08-14,2024-08-14,
Rapid Bucuresti,,ROM,1,1345.96069336,2024-08-14,2024-08-14,
Lausanne,,SUI,1,1345.53869629,2024-08-12,2024-08-15,
Partizan,,SRB,1,1344.82727051,2024-08-12,2024-08-15,
SonderjyskE,,DEN,1,1343.66088867,2024-08-14,2024-08-15,
Sumqayit,,AZE,0,1342.82019043,2024-08-14,2024-08-15,
Nizhny Novgorod,,RUS,1,1341.62182617,2024-08-10,2024-08-18,
Eyupspor,,TUR,1,1340.92529297,2024-08-14,2024-08-15,
Beerschot AC,,BEL,1,1340.37219238,2024-08-14,2024-08-15,
Goeztepe,,TUR,1,1339.78674316,2024-08-14,2024-08-15,
Viitorul,,ROM,1,1337.41381836,2024-08-14,2024-08-14,
Yverdon Sport,,SUI,1,1337.24365234,2024-08-11,2024-08-15,
Videoton,,HUN,1,1335.59716797,2024-08-14,2024-08-14,
Groningen,,NED,1,1334.88867188,2024-08-14,2024-08-15,
Haugesund,,NOR,1,1334.64819336,2024-08-14,2024-08-14,
Bnei Sakhinin,,ISR,1,1333.6427002,2024-08-09,2024-08-15,
Willem II,,NED,1,1332.19042969,2024-08-14,2024-08-15,
Grasshoppers,,SUI,1,1331.75695801,2024-08-12,2024-08-15,
Hatayspor,,TUR,1,1331.49267578,2024-08-14,2024-08-15,
FK Astana,,KAZ,0,1331.12561035,2024-08-09,2024-08-14,
Altach,,AUT,1,1331.10876465,2024-08-14,2024-08-15,
Universitatea Cluj,,ROM,1,1330.56445312,2024-08-14,2024-08-14,
Polissya Zhytomyr,,UKR,1,1330.35546875,2024-08-14,2024-08-15,
Kristiansund,,NOR,1,1329.53161621,2024-08-14,2024-08-15,
BW Linz,,AUT,1,1328.70471191,2024-08-14,2024-08-15,
Sandefjord,,NOR,1,1328.14440918,2024-08-14,2024-08-15,
Bodrum,,TUR,1,1327.46569824,2024-08-14,2024-08-15,
Debrecen,,HUN,1,1325.66052246,2024-08-14,2024-08-14,
Goeteborg,,SWE,1,1325.57080078,2024-08-14,2024-08-15,
Dunajska,,SLK,0,1323.29150391,2024-08-14,2024-08-15,
Puszcza Niepolomice,,POL,1,1322.8236084,2024-08-14,2024-08-15,
Backa Topola,,SRB,1,1322.48535156,2024-08-12,2024-08-15,
Varnamo,,SWE,1,1320.30773926,2024-08-14,2024-08-15,
Kryvbas,,UKR,1,1319.92749023,2024-08-14,2024-08-15,
Stal Mielec,,POL,1,1317.9921875,2024-08-14,2024-08-15,
Kilmarnock,,SCO,1,1315.86071777,2024-08-14,2024-08-15,
St Mirren,,SCO,1,1315.82275391,2024-08-14,2024-08-15,
Korona,,POL,1,1315.39111328,2024-08-14,2024-08-15,
Akron Togliatti,,RUS,1,1314.43615723,2024-08-11,2024-08-19,
Hapoel Jerusalem,,ISR,1,1313.99829102,2024-08-09,2024-08-15,
Breda,,NED,1,1311.73925781,2024-08-14,2024-08-15,
Olexandriya,,UKR,1,1310.19311523,2024-08-14,2024-08-15,
Norrkoeping,,SWE,1,1308.87744141,2024-08-14,2024-08-15,
Istra 1961,,CRO,1,1306.2989502,2024-08-11,2024-08-15,
CSKA 1948 Sofia,,BUL,1,1304.8380127,2024-08-14,2024-08-15,
Ashdod,,ISR,1,1304.64953613,2024-08-09,2024-08-15,
Radomiak,,POL,1,1304.58947754,2024-08-14,2024-08-15,
Netanya,,ISR,1,1303.91308594,2024-08-09,2024-08-15,
Hibernian,,SCO,1,1303.06213379,2024-08-14,2024-08-15,
Kecskemeti,,HUN,1,1302.07666016,2024-08-14,2024-08-14,
GAK,,AUT,1,1302.0546875,2024-08-14,2024-08-15,
Brommapojkarna,,SWE,1,1301.36828613,2024-08-14,2024-08-15,
Vaduz,,LIE,0,1301.36560059,2024-08-09,2024-08-15,
Wattens,,AUT,1,1300.66296387,2024-08-14,2024-08-15,
FC Khimki,,RUS,1,1299.25427246,2024-08-10,2024-08-18,
OFI,,GRE,1,1299.17407227,2024-08-14,2024-08-15,
Dynamo Makhachkala,,RUS,1,1296.83374023,2024-08-11,2024-08-19,
UTA Arad,,ROM,1,1296.33874512,2024-08-14,2024-08-14,
Pyunik,,ARM,0,1296.03283691,2024-08-09,2024-08-15,
Beitar,,ISR,1,1294.16711426,2024-08-09,2024-08-15,
Varazdin,,CRO,1,1294.07055664,2024-08-12,2024-08-15,
Hermannstadt,,ROM,1,1293.14172363,2024-08-14,2024-08-14,
Otelul Galati,,ROM,1,1292.41662598,2024-08-14,2024-08-14,
Motherwell,,SCO,1,1291.49523926,2024-08-14,2024-08-15,
Kalmar,,SWE,1,1290.0826416,2024-08-14,2024-08-15,
Motor Lublin,,POL,1,1289.56982422,2024-08-14,2024-08-15,
Zalaegerszegi,,HUN,1,1288.57727051,2024-08-14,2024-08-14,
NFC Volos,,GRE,1,1288.0300293,2024-08-14,2024-08-15,
Katowice,,POL,1,1285.57495117,2024-08-14,2024-08-15,
Lok Plovdiv,,BUL,1,1284.02502441,2024-08-14,2024-08-15,
Karvina,,CZE,1,1282.91674805,2024-08-14,2024-08-15,
FK Riga,,LAT,0,1281.56152344,2024-08-09,2024-08-14,
Kuopio,,FIN,0,1280.90808105,2024-08-09,2024-08-15,
Maccabi Bnei Raina,,ISR,1,1278.80285645,2024-08-09,2024-08-15,
Atromitos,,GRE,1,1278.66320801,2024-08-14,2024-08-15,
Vorskla,,UKR,1,1275.97363281,2024-08-14,2024-08-15,
Panetolikos,,GRE,1,1274.06396484,2024-08-14,2024-08-15,
Wisla,,POL,0,1272.65368652,2024-08-14,2024-08-15,
LNZ,,UKR,1,1272.14819336,2024-08-14,2024-08-15,
Dundee,,SCO,1,1272.02685547,2024-08-14,2024-08-15,
Lechia,,POL,1,1271.81445312,2024-08-14,2024-08-15,
Cukaricki,,SRB,1,1271.07116699,2024-08-10,2024-08-15,
MTK,,HUN,1,1270.48962402,2024-08-14,2024-08-14,
Halmstad,,SWE,1,1268.55517578,2024-08-14,2024-08-15,
Asteras Tripolis,,GRE,1,1267.81054688,2024-08-14,2024-08-15,
HNK Gorica,,CRO,1,1266.85327148,2024-08-11,2024-08-15,
Ceske Budejovice,,CZE,1,1266.57128906,2024-08-14,2024-08-15,
Lamia,,GRE,1,1263.56433105,2024-08-14,2024-08-15,
Panserraikos,,GRE,1,1262.95251465,2024-08-14,2024-08-15,
Dukla,,CZE,1,1259.10229492,2024-08-14,2024-08-15,
M Petach Tikva,,ISR,1,1258.12744141,2024-08-09,2024-08-15,
Diosgyori,,HUN,1,1255.35205078,2024-08-14,2024-08-14,
Zrinjski Mostar,,BHZ,0,1254.68444824,2024-08-09,2024-08-15,
GAIS,,SWE,1,1253.77160645,2024-08-14,2024-08-15,
Hapoel Eran Hadera,,ISR,1,1250.93664551,2024-08-09,2024-08-15,
Kolos,,UKR,1,1250.52380371,2024-08-14,2024-08-15,
Levadeiakos,,GRE,1,1249.70092773,2024-08-14,2024-08-15,
Kalithea,,GRE,1,1249.70092773,2024-08-14,2024-08-15,
Botev Plovdiv,,BUL,1,1249.60681152,2024-08-14,2024-08-15,
Arda,,BUL,1,1249.05200195,2024-08-14,2024-08-15,
Kiryat Shmona,,ISR,1,1246.08105469,2024-08-09,2024-08-15,
Ironi Tiberias,,ISR,1,1246.08105469,2024-08-09,2024-08-15,
HJK Helsinki,,FIN,0,1245.67138672,2024-08-09,2024-08-15,
Novi Sad,,SRB,1,1244.56628418,2024-08-12,2024-08-15,
Dinamo Minsk,,BLR,0,1241.84155273,2024-08-09,2024-08-15,
St Johnstone,,SCO,1,1238.59545898,2024-08-14,2024-08-15,
RFS,,LAT,0,1238.17944336,2024-08-09,2024-08-14,
Dinamo Bucuresti,,ROM,1,1237.3293457,2024-08-14,2024-08-14,
Ujpest,,HUN,1,1234.90332031,2024-08-14,2024-08-14,
Petrolul Ploiesti,,ROM,1,1234.07250977,2024-08-14,2024-08-14,
Noah,,ARM,0,1233.78186035,2024-08-09,2024-08-15,
Bravo,,SVN,1,1233.23486328,2024-08-13,2024-08-15,
Obolon Kyiv,,UKR,1,1232.59667969,2024-08-14,2024-08-15,
Slaven Belupo,,CRO,1,1231.10986328,2024-08-10,2024-08-15,
Aktobe,,KAZ,0,1231.01940918,2024-08-09,2024-08-14,
Chernomorets,,UKR,1,1229.28369141,2024-08-14,2024-08-15,
Veres,,UKR,1,1228.60351562,2024-08-14,2024-08-15,
Koper,,SVN,1,1226.60534668,2024-08-13,2024-08-15,
Mura,,SVN,1,1224.6151123,2024-08-12,2024-08-15,
Botosani,,ROM,1,1224.60107422,2024-08-14,2024-08-14,
Ararat,,ARM,0,1223.02868652,2024-08-09,2024-08-15,
Tobol,,KAZ,0,1221.92626953,2024-08-09,2024-08-14,
Zalgiris Vilnius,,LIT,0,1220.54943848,2024-08-07,2024-08-15,
Ilves Tampere,,FIN,0,1215.65112305,2024-08-09,2024-08-15,
Auda,,LAT,0,1214.6072998,2024-08-09,2024-08-14,
Iasi,,ROM,1,1212.4732666,2024-08-14,2024-08-14,
Ross County,,SCO,1,1211.87451172,2024-08-14,2024-08-15,
Nyiregyhaza,,HUN,1,1211.71887207,2024-08-14,2024-08-14,
Levski Krumovgrad,,BUL,1,1211.43652344,2024-08-14,2024-08-15,
Slavia Sofia,,BUL,1,1209.02954102,2024-08-14,2024-08-15,
Petrocub,,MOL,0,1207.87463379,2024-08-14,2024-08-15,
Dundee United,,SCO,1,1207.67114258,2024-08-14,2024-08-15,
Karpaty,,UKR,1,1205.10656738,2024-08-14,2024-08-15,
Corvinul Hunedoara,,ROM,0,1204.42858887,2024-08-14,2024-08-14,
St Patricks,,IRL,0,1203.42114258,2024-08-09,2024-08-15,
Sibenik,,CRO,1,1202.82104492,2024-08-10,2024-08-15,
Ordabasy,,KAZ,0,1201.20214844,2024-08-09,2024-08-14,
Banants,,ARM,0,1198.42236328,2024-08-09,2024-08-15,
Drita,,KOS,0,1197.61022949,2024-08-09,2024-08-15,
Klaksvik,,FAR,0,1197.35766602,2024-08-09,2024-08-15,
FK Sarajevo,,BHZ,0,1196.8425293,2024-08-09,2024-08-15,
Shelbourne,,IRL,0,1194.12792969,2024-08-09,2024-08-15,
Vikingur,,ISL,0,1193.27502441,2024-08-09,2024-08-15,
Gyoer,,HUN,1,1192.82958984,2024-08-14,2024-08-14,
Shamrock,,IRL,0,1192.79980469,2024-08-09,2024-08-15,
Vaasa,,FIN,0,1192.74853516,2024-08-09,2024-08-15,
Vaesteras,,SWE,1,1189.2010498,2024-08-14,2024-08-15,
Domzale,,SVN,1,1187.52038574,2024-08-12,2024-08-15,
Unirea Slobozia,,ROM,1,1185.49743652,2024-08-14,2024-08-14,
Livyi Bereh,,UKR,1,1183.18737793,2024-08-14,2024-08-15,
Inhulets,,UKR,1,1182.6973877,2024-08-14,2024-08-15,
Derry City,,IRL,0,1182.21350098,2024-08-09,2024-08-15,
Kragujevac,,SRB,1,1181.43493652,2024-08-11,2024-08-15,
Saburtalo,,GEO,0,1180.13427734,2024-08-09,2024-08-15,
Breidablik,,ISL,0,1178.6541748,2024-08-09,2024-08-15,
Liepajas,,LAT,0,1177.68518066,2024-08-09,2024-08-14,
Shkendija,,MAC,0,1177.32739258,2024-07-31,2024-12-31,
Milsami Orhei,,MOL,0,1176.82971191,2024-08-14,2024-08-15,
Gloria Buzau,,ROM,1,1176.1907959,2024-08-14,2024-08-14,
Ballkani,,KOS,0,1172.71948242,2024-08-09,2024-08-15,
Valur,,ISL,0,1171.65380859,2024-08-09,2024-08-15,
Torpedo Kutaisi,,GEO,0,1164.94299316,2024-08-09,2024-08-15,
Radomlje,,SVN,1,1164.90319824,2024-08-12,2024-08-15,
Panevezys,,LIT,0,1163.30285645,2024-08-07,2024-08-15,
Zimbru,,MOL,0,1163.15563965,2024-08-14,2024-08-15,
Velez Mostar,,BHZ,0,1162.36474609,2024-08-09,2024-08-15,
Flora Tallinn,,EST,0,1161.53369141,2024-08-14,2024-08-15,
Partizani Tirana,,ALB,0,1156.84179688,2024-08-02,2024-12-31,
Lok Sofia,,BUL,1,1151.66516113,2024-08-14,2024-08-15,
Borac Banja Luka,,BHZ,0,1151.05895996,2024-08-09,2024-08-15,
Batumi,,GEO,0,1143.90930176,2024-08-09,2024-08-15,
Beroe Stara Zagora,,BUL,1,1142.79248047,2024-08-14,2024-08-15,
Stjarnan,,ISL,0,1141.14624023,2024-08-09,2024-08-15,
TransINVEST,,LIT,0,1138.5559082,2024-08-07,2024-08-15,
Egnatia,,ALB,0,1135.38818359,2024-08-02,2024-12-31,
Spartak Varna,,BUL,1,1127.57788086,2024-08-14,2024-08-15,
Neman Grodno,,BLR,0,1126.99572754,2024-08-09,2024-08-15,
Novi Pazar,,SRB,1,1124.18994141,2024-08-11,2024-08-15,
Zlatibor,,SRB,1,1121.92614746,2024-08-11,2024-08-15,
Siauliai,,LIT,0,1119.75634766,2024-08-07,2024-08-15,
Isloch,,BLR,0,1118.94641113,2024-08-09,2024-08-15,
Vllaznia,,ALB,0,1117.92810059,2024-08-02,2024-12-31,
Tikves,,MAC,0,1114.75292969,2024-07-31,2024-12-31,
Tirana,,ALB,0,1114.69067383,2024-08-02,2024-12-31,
Mladost Lucani,,SRB,1,1110.10229492,2024-08-11,2024-08-15,
Dinamo Tbilisi,,GEO,0,1107.68774414,2024-08-09,2024-08-15,
Primorje,,SVN,1,1104.02258301,2024-08-11,2024-08-15,
Hamrun,,MLT,0,1098.66833496,2024-08-02,2024-12-31,
Linfield,,NIR,0,1098.41516113,2024-08-09,2024-08-15,
Nafta,,SVN,1,1093.35656738,2024-08-11,2024-08-15,
Nis,,SRB,1,1088.86914062,2024-08-10,2024-08-15,
Struga,,MAC,0,1087.32653809,2024-07-31,2024-12-31,
Torpedo Zhodino,,BLR,0,1086.31091309,2024-08-09,2024-08-15,
Hebar,,BUL,1,1085.3885498,2024-08-14,2024-08-15,
Niedercorn,,LUX,0,1084.9855957,2024-08-02,2024-12-31,
Botev Vratsa,,BUL,1,1084.25915527,2024-08-14,2024-08-15,
Paide Linnameeskond,,EST,0,1082.24462891,2024-08-14,2024-08-15,
B 36 Torshavn,,FAR,0,1081.75158691,2024-08-09,2024-08-15,
Dudelange,,LUX,0,1081.26477051,2024-08-02,2024-12-31,
The New Saints,,WAL,0,1081.11450195,2024-08-14,2024-08-22,
Zeleznicar Pancevo,,SRB,1,1080.56262207,2024-08-12,2024-08-15,
Mornar,,MNT,0,1078.6427002,2024-08-14,2024-08-15,
Gota,,FAR,0,1075.60070801,2024-08-09,2024-08-15,
IMT,,SRB,1,1074.75671387,2024-08-12,2024-08-15,
Septemvri Sofia,,BUL,1,1072.24438477,2024-08-14,2024-08-15,
Crusaders,,NIR,0,1070.14526367,2024-08-09,2024-08-15,
Decic,,MNT,0,1069.02331543,2024-08-14,2024-08-15,
Una Strassen,,LUX,0,1066.4753418,2024-08-02,2024-12-31,
Llapi,,KOS,0,1066.22009277,2024-08-09,2024-08-15,
Differdang,,LUX,0,1065.87243652,2024-08-02,2024-12-31,
HB Torshavn,,FAR,0,1065.31262207,2024-08-09,2024-08-15,
Krusevac,,SRB,1,1058.64306641,2024-08-10,2024-08-15,
FC Infonet,,EST,0,1055.1529541,2024-08-14,2024-08-15,
Floriana,,MLT,0,1053.81933594,2024-08-02,2024-12-31,
Kalev,,EST,0,1051.9005127,2024-08-14,2024-08-15,
Malisheva,,KOS,0,1050.81652832,2024-08-09,2024-08-15,
Marsaxlokk,,MLT,0,1048.00817871,2024-08-02,2024-12-31,
OFK,,SRB,1,1046.5423584,2024-08-10,2024-08-15,
Cliftonville,,NIR,0,1045.91992188,2024-08-09,2024-08-15,
Larne,,NIR,0,1043.1114502,2024-08-09,2024-08-15,
Sliema Wanderers,,MLT,0,1039.95922852,2024-08-02,2024-12-31,
Podgorica,,MNT,0,1031.09326172,2024-08-14,2024-08-15,
Tekstilac Odzaci,,SRB,1,1028.06774902,2024-08-11,2024-08-15,
Jedinstvo Ub,,SRB,1,1010.35125732,2024-08-12,2024-08-15,
Caernarfon Town,,WAL,0,987.454040527,2024-08-14,2024-08-22,
Lincoln,,GIB,0,978.080505371,2024-08-09,2024-08-15,
Bala,,WAL,0,976.549072266,2024-08-14,2024-08-22,
Connahs Quay,,WAL,0,975.897460938,2024-08-14,2024-08-22,
Escaldes,,AND,0,969.417602539,2024-08-09,2024-08-14,
St Josephs,,GIB,0,914.155090332,2024-08-09,2024-08-15,
Escale,,AND,0,911.174438477,2024-08-09,2024-08-14,
FCB Magpies,,GIB,0,903.171325684,2024-08-09,2024-08-15,
Atletic Club Escaldes,,AND,0,884.130187988,2024-08-09,2024-08-14,
SS Virtus,,SMR,0,708.074829102,2024-08-02,2024-12-31,
Tre Penne,,SMR,0,695.420898438,2024-08-02,2024-12-31,
La Fiorita,,SMR,0,690.110168457,2024-08-02,2024-12-31,
