team,rank,country,level,elo,from,to,league
CSKA Sofia,,BUL,1,1363.17687988,2025-05-18,2025-05-26,
Sivasspor,,TUR,1,1362.83081055,2025-05-19,2025-05-31,
Istra 1961,,CRO,1,1361.0222168,2025-05-17,2025-05-25,
Akron Togliatti,,RUS,1,1360.68054199,2025-05-19,2025-05-24,
Cosenza,,ITA,2,1360.33447266,2025-05-14,2025-05-31,
Teplice,,CZE,1,1356.46069336,2025-05-18,2025-05-25,
Osijek,,CRO,1,1355.49975586,2025-05-18,2025-05-25,
FK Astana,,KAZ,0,1354.60595703,2025-01-01,2025-07-08,
Sandefjord,,NOR,1,1354.44152832,2025-05-17,2025-05-25,
Lubin,,POL,1,1352.84924316,2025-05-19,2025-05-24,
AVS Futebol,,POR,1,1352.7331543,2025-05-18,2025-07-24,
Martigues,,FRA,2,1351.91589355,2025-05-11,2025-05-31,
Vejle,,DEN,1,1351.43823242,2025-05-19,2025-05-24,
SonderjyskE,,DEN,1,1351.17138672,2025-05-19,2025-05-24,
Breda,,NED,1,1351.14453125,2025-05-19,2025-07-24,
GAIS,,SWE,1,1350.24755859,2025-05-19,2025-05-24,
Varazdin,,CRO,1,1350.19909668,2025-05-18,2025-05-25,
Stromsgodset,,NOR,1,1350.0736084,2025-05-17,2025-05-25,
Partizan,,SRB,1,1349.67858887,2025-05-18,2025-05-25,
Widzew,,POL,1,1349.24902344,2025-05-20,2025-05-24,
Almere,,NED,1,1349.18005371,2025-05-19,2025-07-05,
Orenburg,,RUS,1,1348.09350586,2025-05-18,2025-05-24,
Beitar,,ISR,1,1346.68188477,2025-05-20,2025-05-24,
Cartagena,,ESP,2,1345.13024902,2025-05-18,2025-05-25,
Boavista,,POR,1,1344.46520996,2025-05-18,2025-07-05,
Dynamo Makhachkala,,RUS,1,1344.0645752,2025-05-19,2025-05-24,
Goeteborg,,SWE,1,1343.42102051,2025-05-20,2025-05-25,
Lechia,,POL,1,1343.25976562,2025-05-18,2025-05-24,
Bodrum,,TUR,1,1341.84069824,2025-05-19,2025-05-25,
Cherno More,,BUL,1,1340.84155273,2025-05-19,2025-05-26,
Motor Lublin,,POL,1,1338.92541504,2025-05-19,2025-05-24,
Aberdeen,,SCO,1,1338.03674316,2025-05-18,2025-07-22,
Winterthur,,SUI,1,1337.90759277,2025-05-23,2025-07-22,
FC Khimki,,RUS,1,1336.85498047,2025-05-18,2025-05-24,
Norrkoeping,,SWE,1,1335.83666992,2025-05-20,2025-05-26,
Beerschot AC,,BEL,1,1335.44396973,2025-05-11,2025-07-05,
Grasshoppers,,SUI,1,1335.3951416,2025-05-23,2025-05-27,
BW Linz,,AUT,1,1334.62512207,2025-05-19,2025-05-24,
Gyoer,,HUN,1,1332.58764648,2025-05-18,2025-05-24,
Nizhny Novgorod,,RUS,1,1331.63574219,2025-05-18,2025-05-24,
Viitorul,,ROM,1,1331.06726074,2025-05-17,2025-07-09,
Atromitos,,GRE,1,1330.92553711,2025-05-11,2025-07-22,
Slaven Belupo,,CRO,1,1330.71801758,2025-05-19,2025-05-25,
Karvina,,CZE,1,1330.63208008,2025-05-11,2025-07-19,
Hermannstadt,,ROM,1,1329.2019043,2025-05-19,2025-07-09,
Hapoel Jerusalem,,ISR,1,1328.6151123,2025-05-11,2025-07-10,
Koper,,SVN,1,1328.47766113,2025-05-19,2025-05-25,
Caen,,FRA,2,1328.16687012,2025-05-11,2025-05-31,
Levadeiakos,,GRE,1,1325.71118164,2025-05-23,2025-07-22,
Fakel Voronezh,,RUS,1,1325.34631348,2025-05-18,2025-05-24,
Kilmarnock,,SCO,1,1325.25268555,2025-05-19,2025-07-22,
Sion,,SUI,1,1324.9440918,2025-05-23,2025-07-22,
Brommapojkarna,,SWE,1,1324.80578613,2025-05-20,2025-05-25,
Lok Zagreb,,CRO,1,1324.62817383,2025-05-18,2025-05-24,
Willem II,,NED,1,1324.4510498,2025-05-19,2025-07-05,
Lyngby,,DEN,1,1322.23254395,2025-05-19,2025-05-24,
Kristiansund,,NOR,1,1322.15771484,2025-05-17,2025-05-25,
Dinamo Bucuresti,,ROM,1,1321.71313477,2025-05-17,2025-05-24,
Polissya Zhytomyr,,UKR,1,1321.35705566,2025-05-18,2025-05-25,
Stal Mielec,,POL,1,1318.88903809,2025-05-17,2025-05-24,
Slovacko,,CZE,1,1317.99047852,2025-05-18,2025-05-25,
Netanya,,ISR,1,1316.34228516,2025-05-18,2025-05-24,
Regensburg,,GER,2,1314.92346191,2025-05-19,2025-07-05,
Dunajska,,SLK,0,1314.55761719,2025-01-30,2025-07-05,
Kryvbas,,UKR,1,1309.9822998,2025-05-18,2025-05-25,
Motherwell,,SCO,1,1309.33068848,2025-05-19,2025-07-22,
Zira,,AZE,0,1309.11206055,2025-01-31,2025-07-10,
Zrinjski Mostar,,BHZ,0,1307.78222656,2025-03-14,2025-07-08,
Wisla,,POL,0,1306.31054688,2025-04-18,2025-07-05,
Asteras Tripolis,,GRE,1,1305.36938477,2025-05-11,2025-07-22,
Otelul Galati,,ROM,1,1304.92004395,2025-05-17,2025-07-09,
OFI,,GRE,1,1303.04980469,2025-05-11,2025-07-22,
Dundee United,,SCO,1,1302.0736084,2025-05-18,2025-07-22,
KFUM Oslo,,NOR,1,1301.22949219,2025-05-17,2025-05-26,
Puszcza Niepolomice,,POL,1,1299.59008789,2025-05-20,2025-05-24,
Yverdon Sport,,SUI,1,1298.96313477,2025-05-23,2025-05-27,
Sabah,,AZE,0,1298.63781738,2025-01-31,2025-07-10,
MTK,,HUN,1,1296.77331543,2025-05-18,2025-05-24,
Ham-Kam,,NOR,1,1296.36999512,2025-05-17,2025-05-25,
Shamrock,,IRL,0,1295.79528809,2025-02-21,2025-07-09,
Valerenga,,NOR,1,1294.0579834,2025-05-17,2025-05-26,
Aalborg,,DEN,1,1293.96032715,2025-05-19,2025-05-24,
Pyunik,,ARM,0,1293.49389648,2025-01-01,2025-07-08,
Panetolikos,,GRE,1,1292.07958984,2025-05-23,2025-07-22,
Diosgyori,,HUN,1,1291.7010498,2025-05-18,2025-05-24,
Sepsi,,ROM,1,1290.66992188,2025-05-19,2025-07-05,
Bryne,,NOR,1,1289.86254883,2025-05-17,2025-05-24,
FK Riga,,LAT,0,1289.60632324,2025-01-31,2025-07-08,
UTA Arad,,ROM,1,1288.84277344,2025-05-18,2025-07-09,
Varnamo,,SWE,1,1288.66223145,2025-05-19,2025-05-24,
Arda,,BUL,1,1288.11193848,2025-05-19,2025-05-26,
Sumqayit,,AZE,0,1285.55529785,2025-01-31,2025-07-05,
Dukla,,CZE,1,1284.79699707,2025-05-18,2025-05-25,
Ashdod,,ISR,1,1283.06884766,2025-05-11,2025-07-10,
Dundee,,SCO,1,1282.86865234,2025-05-19,2025-07-22,
Rukh Lviv,,UKR,1,1282.55773926,2025-05-19,2025-05-24,
HNK Gorica,,CRO,1,1281.07922363,2025-05-19,2025-05-24,
Zorya,,UKR,1,1280.57922363,2025-05-18,2025-05-25,
Petrolul Ploiesti,,ROM,1,1280.50939941,2025-05-19,2025-07-09,
Vaduz,,LIE,0,1279.65795898,2025-03-14,2025-07-22,
Pardubice,,CZE,1,1279.10510254,2025-05-18,2025-05-25,
Altach,,AUT,1,1278.70629883,2025-05-24,2025-07-23,
Kuopio,,FIN,0,1277.19067383,2025-01-01,2025-07-08,
Wattens,,AUT,1,1276.56604004,2025-05-24,2025-07-23,
Haugesund,,NOR,1,1275.3651123,2025-05-17,2025-05-25,
Hatayspor,,TUR,1,1274.7298584,2025-05-18,2025-05-26,
Zalaegerszegi,,HUN,1,1274.55078125,2025-05-18,2025-05-25,
RFS,,LAT,0,1274.02429199,2025-01-31,2025-07-08,
Halmstad,,SWE,1,1273.27355957,2025-05-19,2025-05-25,
Kolos,,UKR,1,1272.75646973,2025-05-18,2025-05-24,
Karpaty,,UKR,1,1271.70166016,2025-05-18,2025-05-25,
GAK,,AUT,1,1271.65673828,2025-05-24,2025-07-23,
Debrecen,,HUN,1,1270.3170166,2025-05-19,2025-05-24,
Bnei Sakhinin,,ISR,1,1270.20922852,2025-05-11,2025-07-10,
Botosani,,ROM,1,1267.05883789,2025-05-19,2025-07-09,
St Patricks,,IRL,0,1264.93811035,2025-02-21,2025-07-09,
Klagenfurt,,AUT,1,1264.30065918,2025-05-24,2025-07-05,
Noah,,ARM,0,1264.0534668,2025-01-01,2025-07-08,
Degerfors,,SWE,1,1262.93908691,2025-05-20,2025-05-26,
NFC Volos,,GRE,1,1262.49768066,2025-05-23,2025-07-22,
Backa Topola,,SRB,1,1262.02062988,2025-05-18,2025-05-25,
Bravo,,SVN,1,1260.96313477,2025-05-19,2025-05-24,
Vikingur,,ISL,0,1257.9041748,2025-02-21,2025-07-08,
Borac Banja Luka,,BHZ,0,1255.4597168,2025-03-14,2025-07-08,
Iasi,,ROM,1,1254.77978516,2025-05-19,2025-07-05,
Videoton,,HUN,1,1251.25341797,2025-05-19,2025-05-24,
Novi Sad,,SRB,1,1250.82507324,2025-05-18,2025-05-25,
Ujpest,,HUN,1,1249.9387207,2025-05-17,2025-05-24,
Kalithea,,GRE,1,1247.79736328,2025-05-23,2025-07-05,
Ross County,,SCO,1,1244.04284668,2025-05-19,2025-07-05,
FK Sarajevo,,BHZ,0,1240.11486816,2025-03-14,2025-07-08,
Maccabi Bnei Raina,,ISR,1,1240.11010742,2025-05-11,2025-07-10,
Oester,,SWE,1,1239.83959961,2025-05-19,2025-05-24,
HJK Helsinki,,FIN,0,1239.10522461,2025-01-01,2025-07-08,
Panserraikos,,GRE,1,1238.99145508,2025-05-23,2025-07-22,
Shelbourne,,IRL,0,1238.70007324,2025-02-21,2025-07-09,
Aktobe,,KAZ,0,1237.74133301,2025-01-01,2025-07-08,
Kecskemeti,,HUN,1,1235.35424805,2025-05-24,2025-07-05,
Metalist 1925,,UKR,1,1234.20556641,2025-01-31,2025-06-01,
Nyiregyhaza,,HUN,1,1232.6036377,2025-05-17,2025-05-25,
Ararat,,ARM,0,1229.59350586,2025-01-01,2025-07-08,
Tobol,,KAZ,0,1228.64819336,2025-01-01,2025-07-05,
Derry City,,IRL,0,1226.78564453,2025-02-21,2025-07-09,
Botev Plovdiv,,BUL,1,1226.74255371,2025-05-19,2025-05-26,
Unirea Slobozia,,ROM,1,1225.64208984,2025-05-19,2025-07-09,
Ironi Tiberias,,ISR,1,1225.0390625,2025-05-11,2025-07-10,
Obolon Kyiv,,UKR,1,1222.95837402,2025-05-24,2025-07-10,
LNZ,,UKR,1,1222.08056641,2025-05-19,2025-05-25,
St Johnstone,,SCO,1,1221.5078125,2025-05-19,2025-07-05,
M Petach Tikva,,ISR,1,1221.15332031,2025-05-11,2025-07-05,
Veres,,UKR,1,1219.0057373,2025-05-19,2025-05-25,
Corvinul Hunedoara,,ROM,0,1218.05493164,2025-03-14,2025-07-05,
Drita,,KOS,0,1217.79748535,2025-01-01,2025-07-08,
Adana Demirspor,,TUR,1,1217.55285645,2025-05-18,2025-05-25,
Dinamo Minsk,,BLR,0,1213.3963623,2025-01-01,2025-07-09,
Vorskla,,UKR,1,1209.55541992,2025-05-24,2025-07-05,
Sibenik,,CRO,1,1208.9230957,2025-05-17,2025-05-25,
Ilves Tampere,,FIN,0,1208.48547363,2025-01-01,2025-07-08,
Auda,,LAT,0,1208.2767334,2025-01-31,2025-07-08,
Zalgiris Vilnius,,LIT,0,1206.70324707,2025-01-01,2025-07-09,
Banants,,ARM,0,1205.81433105,2025-01-01,2025-07-08,
Velez Mostar,,BHZ,0,1205.63708496,2025-03-14,2025-07-05,
Kragujevac,,SRB,1,1203.74438477,2025-05-18,2025-05-25,
Ordabasy,,KAZ,0,1203.40258789,2025-01-01,2025-07-08,
Breidablik,,ISL,0,1202.88439941,2025-02-21,2025-07-08,
Seinajoki,,FIN,0,1202.08825684,2025-01-01,2025-07-08,
CSKA 1948 Sofia,,BUL,1,1201.98486328,2025-05-20,2025-05-25,
Petrocub,,MOL,0,1196.45617676,2025-01-01,2025-07-08,
Kiryat Shmona,,ISR,1,1196.26037598,2025-05-11,2025-07-10,
Valur,,ISL,0,1195.8840332,2025-02-21,2025-07-08,
Novi Pazar,,SRB,1,1192.23510742,2025-05-18,2025-05-25,
Hapoel Eran Hadera,,ISR,1,1190.45349121,2025-05-11,2025-07-05,
Primorje,,SVN,1,1190.31726074,2025-05-24,2025-07-08,
Liepajas,,LAT,0,1185.72998047,2025-01-31,2025-07-05,
Cukaricki,,SRB,1,1185.58007812,2025-05-24,2025-07-10,
Ballkani,,KOS,0,1184.97155762,2025-01-01,2025-07-08,
Saburtalo,,GEO,0,1178.19897461,2025-01-01,2025-07-08,
Shkendija,,MAC,0,1177.32739258,2025-01-01,2025-07-08,
Mura,,SVN,1,1176.19726562,2025-05-18,2025-05-25,
Lok Sofia,,BUL,1,1174.75134277,2025-05-21,2025-05-25,
Lok Plovdiv,,BUL,1,1174.29724121,2025-05-20,2025-05-25,
Slavia Sofia,,BUL,1,1170.97851562,2025-05-20,2025-05-25,
Milsami Orhei,,MOL,0,1169.62426758,2025-01-01,2025-07-08,
Livyi Bereh,,UKR,1,1166.9206543,2025-05-24,2025-06-01,
Stjarnan,,ISL,0,1165.37646484,2025-02-21,2025-07-05,
Radomlje,,SVN,1,1164.2869873,2025-05-24,2025-07-08,
Torpedo Kutaisi,,GEO,0,1164.16381836,2025-01-01,2025-07-08,
Chernomorets,,UKR,1,1163.52709961,2025-05-19,2025-05-24,
Inhulets,,UKR,1,1159.96496582,2025-05-24,2025-07-05,
Klaksvik,,FAR,0,1159.95324707,2025-01-01,2025-07-08,
Beroe Stara Zagora,,BUL,1,1159.89331055,2025-05-18,2025-05-26,
Lamia,,GRE,1,1159.20593262,2025-05-23,2025-07-05,
Ceske Budejovice,,CZE,1,1157.69116211,2025-05-18,2025-05-25,
Partizani Tirana,,ALB,0,1156.84179688,2025-01-01,2025-07-08,
Domzale,,SVN,1,1155.95935059,2025-05-19,2025-05-25,
Zimbru,,MOL,0,1155.95031738,2025-01-01,2025-07-08,
Gloria Buzau,,ROM,1,1151.77539062,2025-05-18,2025-07-05,
Spartak Varna,,BUL,1,1149.6697998,2025-05-19,2025-05-26,
OFK,,SRB,1,1145.12023926,2025-05-18,2025-05-25,
Batumi,,GEO,0,1143.13012695,2025-01-01,2025-07-05,
Flora Tallinn,,EST,0,1142.63122559,2025-01-01,2025-07-08,
Zeleznicar Pancevo,,SRB,1,1139.86706543,2025-05-24,2025-07-10,
Levski Krumovgrad,,BUL,1,1136.50842285,2025-05-20,2025-05-25,
Mladost Lucani,,SRB,1,1136.50378418,2025-05-18,2025-05-24,
Egnatia,,ALB,0,1135.38818359,2025-01-01,2025-07-08,
IMT,,SRB,1,1131.82629395,2025-05-19,2025-05-24,
Panevezys,,LIT,0,1127.44165039,2025-01-01,2025-07-05,
The New Saints,,WAL,0,1127.13720703,2025-01-01,2025-07-08,
Zlatibor,,SRB,1,1125.08325195,2025-05-19,2025-05-24,
TransINVEST,,LIT,0,1124.7097168,2025-01-01,2025-07-05,
Dinamo Brest,,BLR,0,1121.05566406,2025-01-01,2025-07-09,
Vllaznia,,ALB,0,1117.92810059,2025-01-01,2025-07-08,
Neman Grodno,,BLR,0,1115.80456543,2025-01-01,2025-07-09,
Tikves,,MAC,0,1114.75292969,2025-01-01,2025-07-05,
Tirana,,ALB,0,1114.69067383,2025-01-01,2025-07-05,
Nafta,,SVN,1,1107.3157959,2025-05-19,2025-05-25,
Septemvri Sofia,,BUL,1,1107.11218262,2025-05-21,2025-05-25,
Dinamo Tbilisi,,GEO,0,1106.90856934,2025-01-01,2025-07-05,
Siauliai,,LIT,0,1105.91015625,2025-01-01,2025-07-05,
Linfield,,NIR,0,1102.65942383,2025-01-01,2025-07-08,
Krusevac,,SRB,1,1101.80187988,2025-05-19,2025-05-24,
Hamrun,,MLT,0,1098.66833496,2025-01-01,2025-07-08,
Botev Vratsa,,BUL,1,1088.98364258,2025-05-21,2025-05-25,
Struga,,MAC,0,1087.32653809,2025-01-01,2025-07-05,
Nis,,SRB,1,1087.12890625,2025-05-19,2025-05-24,
Mornar,,MNT,0,1085.00390625,2025-01-01,2025-07-05,
Niedercorn,,LUX,0,1084.9855957,2025-01-01,2025-07-05,
Decic,,MNT,0,1084.34790039,2025-01-01,2025-07-08,
Dudelange,,LUX,0,1081.26477051,2025-01-01,2025-07-08,
Llapi,,KOS,0,1075.31604004,2025-01-01,2025-07-05,
Torpedo Zhodino,,BLR,0,1075.11975098,2025-01-01,2025-07-09,
Paide Linnameeskond,,EST,0,1074.60168457,2025-01-01,2025-07-08,
Crusaders,,NIR,0,1074.38952637,2025-01-01,2025-07-05,
B 36 Torshavn,,FAR,0,1067.34130859,2025-01-01,2025-07-05,
Una Strassen,,LUX,0,1066.4753418,2025-01-01,2025-07-08,
Differdang,,LUX,0,1065.87243652,2025-01-01,2025-07-08,
Gota,,FAR,0,1061.19055176,2025-01-01,2025-07-08,
Malisheva,,KOS,0,1059.91247559,2025-01-01,2025-07-08,
Larne,,NIR,0,1053.89489746,2025-01-01,2025-07-08,
Floriana,,MLT,0,1053.81933594,2025-01-01,2025-07-08,
HB Torshavn,,FAR,0,1050.90234375,2025-01-01,2025-07-08,
Cliftonville,,NIR,0,1050.16418457,2025-01-01,2025-07-08,
Marsaxlokk,,MLT,0,1048.00817871,2025-01-01,2025-07-05,
FC Infonet,,EST,0,1047.51000977,2025-01-01,2025-07-08,
Kalev,,EST,0,1044.25756836,2025-01-01,2025-07-05,
Hebar,,BUL,1,1041.61584473,2025-05-21,2025-05-25,
Sliema Wanderers,,MLT,0,1039.95922852,2025-01-01,2025-07-05,
Podgorica,,MNT,0,1037.45458984,2025-01-01,2025-07-08,
Jedinstvo Ub,,SRB,1,1028.84643555,2025-05-19,2025-05-24,
Tekstilac Odzaci,,SRB,1,1028.00830078,2025-05-19,2025-05-24,
Caernarfon Town,,WAL,0,1006.66442871,2025-01-01,2025-07-05,
Bala,,WAL,0,995.759460449,2025-01-01,2025-07-05,
Connahs Quay,,WAL,0,995.107849121,2025-01-01,2025-07-05,
Escaldes,,AND,0,965.057250977,2025-01-01,2025-07-09,
Lincoln,,GIB,0,963.252685547,2025-01-01,2025-07-08,
St Josephs,,GIB,0,907.828308105,2025-01-01,2025-07-08,
Escale,,AND,0,901.204467773,2025-01-01,2025-07-05,
FCB Magpies,,GIB,0,896.844543457,2025-01-01,2025-07-08,
Atletic Club Escaldes,,AND,0,879.769836426,2025-01-01,2025-07-09,
SS Virtus,,SMR,0,708.074829102,2025-01-01,2025-07-08,
Tre Penne,,SMR,0,695.420898438,2025-01-01,2025-07-05,
La Fiorita,,SMR,0,690.110168457,2025-01-01,2025-07-08,
